location,size,total_sqft,bath,price,bhk,price_per_sqft
Whitefield,1 BHK,877.0,1.0,59.0,1,6727.480045610034
Whitefield,1 BHK,905.0,1.0,50.0,1,5524.861878453039
Whitefield,1 BHK,905.0,1.0,52.0,1,5745.85635359116
Whitefield,1 BHK,905.0,1.0,55.0,1,6077.348066298343
Whitefield,1 BHK,905.0,1.0,60.0,1,6629.834254143647
Whitefield,1 BHK,905.0,1.0,62.0,1,6850.828729281768
Whitefield,1 BHK,950.0,1.0,50.0,1,5263.1578947368425
Whitefield,2 BHK,735.0,2.0,35.0,2,4761.9047619047615
Whitefield,2 BHK,750.0,2.0,52.7,2,7026.666666666667
Whitefield,2 BHK,805.0,2.0,35.0,2,4347.826086956522
Whitefield,2 BHK,920.0,2.0,63.0,2,6847.826086956522
Whitefield,2 BHK,925.0,2.0,35.0,2,3783.7837837837837
Whitefield,2 BHK,935.0,2.0,32.72,2,3499.4652406417113
Whitefield,2 BHK,955.0,2.0,38.19,2,3998.952879581152
Whitefield,2 BHK,982.0,2.0,37.0,2,3767.8207739307536
Whitefield,2 BHK,1000.0,2.0,35.0,2,3500.0
Whitefield,2 BHK,1012.0,2.0,58.0,2,5731.225296442688
Whitefield,2 BHK,1015.0,2.0,45.0,2,4433.4975369458125
Whitefield,2 BHK,1015.0,2.0,56.0,2,5517.241379310345
Whitefield,2 BHK,1020.0,2.0,45.0,2,4411.764705882353
Whitefield,2 BHK,1024.0,2.0,32.0,2,3125.0
Whitefield,2 BHK,1030.0,2.0,44.0,2,4271.844660194175
Whitefield,2 BHK,1040.0,2.0,48.5,2,4663.461538461538
Whitefield,2 BHK,1050.0,2.0,43.0,2,4095.2380952380954
Whitefield,2 BHK,1059.0,2.0,57.0,2,5382.43626062323
Whitefield,2 BHK,1060.0,2.0,35.0,2,3301.8867924528304
Whitefield,2 BHK,1063.0,2.0,42.52,2,4000.0
Whitefield,2 BHK,1074.0,2.0,42.79,2,3984.171322160149
Whitefield,2 BHK,1074.0,2.0,42.8,2,3985.102420856611
Whitefield,2 BHK,1075.0,2.0,53.0,2,4930.232558139535
Whitefield,2 BHK,1085.0,2.0,57.0,2,5253.4562211981565
Whitefield,2 BHK,1095.0,2.0,35.0,2,3196.3470319634703
Whitefield,2 BHK,1096.0,2.0,39.0,2,3558.394160583942
Whitefield,2 BHK,1100.0,2.0,37.0,2,3363.6363636363635
Whitefield,2 BHK,1100.0,2.0,46.5,2,4227.272727272727
Whitefield,2 BHK,1100.0,2.0,52.0,2,4727.272727272727
Whitefield,2 BHK,1100.0,2.0,65.0,2,5909.090909090909
Whitefield,2 BHK,1102.0,2.0,48.0,2,4355.716878402904
Whitefield,2 BHK,1105.0,2.0,35.36,2,3200.0
Whitefield,2 BHK,1105.0,2.0,35.4,2,3203.6199095022625
Whitefield,2 BHK,1105.0,2.0,39.99,2,3619.004524886878
Whitefield,2 BHK,1105.0,2.0,41.36,2,3742.9864253393666
Whitefield,2 BHK,1109.0,2.0,35.22,2,3175.834084761046
Whitefield,2 BHK,1109.0,2.0,35.47,2,3198.376916140667
Whitefield,2 BHK,1109.0,2.0,41.49,2,3741.2082957619477
Whitefield,2 BHK,1113.0,2.0,62.0,2,5570.530098831986
Whitefield,2 BHK,1115.0,2.0,34.555,2,3099.103139013453
Whitefield,2 BHK,1115.0,2.0,51.91,2,4655.605381165919
Whitefield,2 BHK,1115.0,2.0,55.0,2,4932.735426008969
Whitefield,2 BHK,1116.0,2.0,48.76,2,4369.1756272401435
Whitefield,2 BHK,1116.0,2.0,51.91,2,4651.433691756272
Whitefield,2 BHK,1116.0,2.0,51.91,2,4651.433691756272
Whitefield,2 BHK,1116.0,2.0,51.91,2,4651.433691756272
Whitefield,2 BHK,1116.0,2.0,51.91,2,4651.433691756272
Whitefield,2 BHK,1116.0,2.0,51.91,2,4651.433691756272
Whitefield,2 BHK,1118.0,2.0,42.0,2,3756.7084078711987
Whitefield,2 BHK,1118.0,2.0,75.0,2,6708.4078711985685
Whitefield,2 BHK,1125.0,2.0,40.0,2,3555.5555555555557
Whitefield,2 BHK,1125.0,2.0,45.0,2,4000.0
Whitefield,2 BHK,1125.0,2.0,62.0,2,5511.111111111111
Whitefield,2 BHK,1130.0,2.0,36.0,2,3185.8407079646017
Whitefield,2 BHK,1130.0,2.0,36.0,2,3185.8407079646017
Whitefield,2 BHK,1130.0,2.0,42.16,2,3730.973451327434
Whitefield,2 BHK,1132.0,2.0,79.28,2,7003.533568904593
Whitefield,2 BHK,1135.0,2.0,58.0,2,5110.132158590309
Whitefield,2 BHK,1140.0,2.0,39.0,2,3421.0526315789475
Whitefield,2 BHK,1140.0,2.0,40.0,2,3508.7719298245615
Whitefield,2 BHK,1140.0,2.0,41.0,2,3596.4912280701756
Whitefield,2 BHK,1140.0,2.0,45.0,2,3947.3684210526317
Whitefield,2 BHK,1140.0,2.0,50.0,2,4385.964912280701
Whitefield,2 BHK,1140.0,2.0,55.0,2,4824.561403508772
Whitefield,2 BHK,1140.0,2.0,56.0,2,4912.2807017543855
Whitefield,2 BHK,1141.0,2.0,62.0,2,5433.829973707274
Whitefield,2 BHK,1150.0,2.0,40.21,2,3496.521739130435
Whitefield,2 BHK,1150.0,2.0,55.0,2,4782.608695652174
Whitefield,2 BHK,1150.0,2.0,55.0,2,4782.608695652174
Whitefield,2 BHK,1150.0,2.0,70.0,2,6086.95652173913
Whitefield,2 BHK,1150.0,2.0,90.0,2,7826.086956521739
Whitefield,2 BHK,1155.0,2.0,39.0,2,3376.6233766233768
Whitefield,2 BHK,1155.0,2.0,55.0,2,4761.9047619047615
Whitefield,2 BHK,1155.0,2.0,59.95,2,5190.476190476191
Whitefield,2 BHK,1155.0,2.0,60.0,2,5194.805194805195
Whitefield,2 BHK,1158.0,2.0,55.0,2,4749.568221070812
Whitefield,2 BHK,1160.0,2.0,39.0,2,3362.0689655172414
Whitefield,2 BHK,1160.0,2.0,67.0,2,5775.862068965517
Whitefield,2 BHK,1165.0,2.0,40.5,2,3476.3948497854076
Whitefield,2 BHK,1170.0,2.0,38.0,2,3247.863247863248
Whitefield,2 BHK,1170.0,2.0,56.0,2,4786.324786324786
Whitefield,2 BHK,1170.0,2.0,71.0,2,6068.376068376068
Whitefield,2 BHK,1173.0,2.0,58.0,2,4944.58653026428
Whitefield,2 BHK,1173.0,2.0,60.0,2,5115.089514066496
Whitefield,2 BHK,1173.0,2.0,77.0,2,6564.364876385337
Whitefield,2 BHK,1173.0,2.0,78.2,2,6666.666666666667
Whitefield,2 BHK,1173.0,2.0,78.2,2,6666.666666666667
Whitefield,2 BHK,1175.0,2.0,39.0,2,3319.148936170213
Whitefield,2 BHK,1175.0,2.0,41.0,2,3489.3617021276596
Whitefield,2 BHK,1175.0,2.0,50.0,2,4255.31914893617
Whitefield,2 BHK,1180.0,2.0,41.0,2,3474.576271186441
Whitefield,2 BHK,1180.0,2.0,41.0,2,3474.576271186441
Whitefield,2 BHK,1180.0,2.0,70.0,2,5932.203389830508
Whitefield,2 BHK,1180.0,2.0,77.0,2,6525.423728813559
Whitefield,2 BHK,1185.0,2.0,40.0,2,3375.5274261603377
Whitefield,2 BHK,1185.0,2.0,41.0,2,3459.915611814346
Whitefield,2 BHK,1185.0,2.0,56.0,2,4725.738396624472
Whitefield,2 BHK,1186.0,2.0,55.0,2,4637.43676222597
Whitefield,2 BHK,1187.0,2.0,37.85,2,3188.7110362257795
Whitefield,2 BHK,1187.0,2.0,38.0,2,3201.3479359730413
Whitefield,2 BHK,1190.0,2.0,41.0,2,3445.378151260504
Whitefield,2 BHK,1190.0,2.0,57.0,2,4789.915966386555
Whitefield,2 BHK,1190.0,2.0,59.0,2,4957.983193277311
Whitefield,2 BHK,1190.0,2.0,60.0,2,5042.016806722689
Whitefield,2 BHK,1190.0,2.0,64.0,2,5378.151260504202
Whitefield,2 BHK,1190.0,2.0,67.0,2,5630.252100840336
Whitefield,2 BHK,1190.0,2.0,70.0,2,5882.35294117647
Whitefield,2 BHK,1192.0,2.0,71.0,2,5956.375838926175
Whitefield,2 BHK,1195.0,2.0,61.36,2,5134.728033472803
Whitefield,2 BHK,1195.0,2.0,62.38,2,5220.083682008368
Whitefield,2 BHK,1195.0,2.0,70.0,2,5857.740585774059
Whitefield,2 BHK,1197.0,2.0,50.0,2,4177.109440267335
Whitefield,2 Bedroom,1200.0,2.0,45.0,2,3750.0
Whitefield,2 Bedroom,1200.0,2.0,45.0,2,3750.0
Whitefield,2 Bedroom,1200.0,2.0,45.0,2,3750.0
Whitefield,2 Bedroom,1200.0,2.0,45.0,2,3750.0
Whitefield,2 Bedroom,1200.0,2.0,45.84,2,3820.0
Whitefield,2 BHK,1200.0,2.0,45.84,2,3820.0
Whitefield,2 Bedroom,1200.0,2.0,45.84,2,3820.0
Whitefield,2 Bedroom,1200.0,2.0,46.13,2,3844.1666666666665
Whitefield,2 Bedroom,1200.0,2.0,46.13,2,3844.1666666666665
Whitefield,2 Bedroom,1200.0,2.0,46.13,2,3844.1666666666665
Whitefield,2 Bedroom,1200.0,2.0,46.13,2,3844.1666666666665
Whitefield,2 BHK,1200.0,2.0,70.0,2,5833.333333333333
Whitefield,2 BHK,1205.0,2.0,39.0,2,3236.514522821577
Whitefield,2 BHK,1205.0,2.0,40.0,2,3319.5020746887967
Whitefield,2 BHK,1205.0,2.0,40.0,2,3319.5020746887967
Whitefield,2 BHK,1205.0,2.0,41.0,2,3402.4896265560164
Whitefield,2 BHK,1205.0,2.0,58.0,2,4813.278008298756
Whitefield,2 BHK,1205.0,2.0,58.0,2,4813.278008298756
Whitefield,2 BHK,1215.0,2.0,39.0,2,3209.8765432098767
Whitefield,2 BHK,1215.0,2.0,40.0,2,3292.1810699588477
Whitefield,2 BHK,1215.0,2.0,62.0,2,5102.880658436214
Whitefield,2 BHK,1215.0,2.0,65.0,2,5349.794238683127
Whitefield,2 BHK,1216.0,2.0,66.48,2,5467.105263157895
Whitefield,2 BHK,1216.0,2.0,66.88,2,5500.0
Whitefield,2 BHK,1216.0,2.0,67.0,2,5509.868421052632
Whitefield,2 BHK,1216.0,2.0,69.0,2,5674.3421052631575
Whitefield,2 BHK,1216.0,2.0,69.06,2,5679.276315789473
Whitefield,2 BHK,1216.0,2.0,72.0,2,5921.0526315789475
Whitefield,2 BHK,1216.0,2.0,72.5,2,5962.171052631579
Whitefield,2 BHK,1216.0,2.0,73.0,2,6003.289473684211
Whitefield,2 BHK,1216.0,2.0,73.0,2,6003.289473684211
Whitefield,2 BHK,1216.0,2.0,75.0,2,6167.763157894737
Whitefield,2 BHK,1216.0,2.0,75.0,2,6167.763157894737
Whitefield,2 BHK,1216.0,2.0,75.0,2,6167.763157894737
Whitefield,2 BHK,1216.0,2.0,75.0,2,6167.763157894737
Whitefield,2 BHK,1216.0,2.0,75.0,2,6167.763157894737
Whitefield,2 BHK,1216.0,2.0,75.0,2,6167.763157894737
Whitefield,2 BHK,1216.0,2.0,79.0,2,6496.710526315789
Whitefield,2 BHK,1216.0,2.0,80.0,2,6578.9473684210525
Whitefield,2 BHK,1216.0,2.0,82.0,2,6743.421052631579
Whitefield,2 BHK,1216.0,2.0,83.0,2,6825.6578947368425
Whitefield,2 BHK,1216.0,2.0,84.0,2,6907.894736842105
Whitefield,2 BHK,1216.0,2.0,84.03,2,6910.361842105263
Whitefield,2 BHK,1220.0,2.0,55.0,2,4508.196721311476
Whitefield,2 BHK,1220.0,2.0,89.0,2,7295.081967213115
Whitefield,2 BHK,1224.0,2.0,75.0,2,6127.450980392156
Whitefield,2 BHK,1225.0,2.0,47.6,2,3885.714285714286
Whitefield,2 BHK,1227.0,2.0,53.49,2,4359.413202933985
Whitefield,2 BHK,1227.0,2.0,70.0,2,5704.9714751426245
Whitefield,2 BHK,1230.0,2.0,59.0,2,4796.747967479675
Whitefield,2 BHK,1232.0,2.0,45.0,2,3652.5974025974024
Whitefield,2 BHK,1235.0,2.0,47.0,2,3805.668016194332
Whitefield,2 BHK,1240.0,2.0,41.0,2,3306.451612903226
Whitefield,2 BHK,1240.0,2.0,70.0,2,5645.1612903225805
Whitefield,2 BHK,1242.0,2.0,65.0,2,5233.494363929147
Whitefield,2 BHK,1245.0,2.0,59.76,2,4800.0
Whitefield,2 BHK,1250.0,2.0,72.0,2,5760.0
Whitefield,2 BHK,1250.0,2.0,82.0,2,6560.0
Whitefield,2 BHK,1250.0,2.0,85.0,2,6800.0
Whitefield,2 BHK,1254.0,2.0,40.0,2,3189.792663476874
Whitefield,2 BHK,1255.0,2.0,40.0,2,3187.2509960159364
Whitefield,2 BHK,1255.0,2.0,77.0,2,6135.4581673306775
Whitefield,2 BHK,1256.0,2.0,73.0,2,5812.101910828025
Whitefield,2 BHK,1260.0,2.0,49.5,2,3928.5714285714284
Whitefield,2 BHK,1267.0,2.0,90.33,2,7129.439621152328
Whitefield,2 BHK,1269.0,2.0,75.0,2,5910.16548463357
Whitefield,2 BHK,1270.0,2.0,52.0,2,4094.488188976378
Whitefield,2 BHK,1270.0,2.0,94.0,2,7401.574803149606
Whitefield,2 BHK,1270.0,2.0,105.0,2,8267.71653543307
Whitefield,2 BHK,1270.0,2.0,110.0,2,8661.417322834646
Whitefield,2 BHK,1272.0,2.0,95.05,2,7472.4842767295595
Whitefield,2 BHK,1276.0,2.0,69.5,2,5446.7084639498435
Whitefield,2 BHK,1277.0,2.0,61.3,2,4800.313234142522
Whitefield,2 BHK,1277.0,2.0,77.0,2,6029.757243539546
Whitefield,2 BHK,1280.0,2.0,52.0,2,4062.5
Whitefield,2 BHK,1280.0,2.0,69.0,2,5390.625
Whitefield,2 BHK,1280.0,2.0,75.0,2,5859.375
Whitefield,2 BHK,1280.0,2.0,75.0,2,5859.375
Whitefield,2 BHK,1280.0,2.0,85.0,2,6640.625
Whitefield,2 BHK,1285.0,2.0,55.9,2,4350.194552529183
Whitefield,2 BHK,1290.0,2.0,90.0,2,6976.7441860465115
Whitefield,2 BHK,1295.0,2.0,64.5,2,4980.694980694981
Whitefield,2 BHK,1295.0,2.0,78.5,2,6061.776061776061
Whitefield,2 BHK,1300.0,2.0,78.0,2,6000.0
Whitefield,2 BHK,1301.0,2.0,65.0,2,4996.156802459646
Whitefield,2 BHK,1312.0,2.0,55.0,2,4192.073170731707
Whitefield,2 BHK,1314.0,2.0,84.0,2,6392.6940639269405
Whitefield,2 BHK,1315.0,2.0,55.0,2,4182.509505703422
Whitefield,2 BHK,1315.0,2.0,69.5,2,5285.171102661597
Whitefield,2 BHK,1317.0,2.0,52.0,2,3948.3675018982535
Whitefield,2 BHK,1320.0,2.0,79.5,2,6022.727272727273
Whitefield,2 BHK,1320.0,2.0,95.0,2,7196.969696969697
Whitefield,2 BHK,1320.0,2.0,99.26,2,7519.69696969697
Whitefield,2 BHK,1330.0,2.0,71.0,2,5338.345864661655
Whitefield,2 BHK,1338.0,2.0,103.0,2,7698.056801195815
Whitefield,2 BHK,1340.0,2.0,41.0,2,3059.7014925373132
Whitefield,2 BHK,1340.0,2.0,77.0,2,5746.268656716418
Whitefield,2 BHK,1340.0,2.0,101.0,2,7537.313432835821
Whitefield,2 BHK,1346.0,2.0,76.01,2,5647.102526002973
Whitefield,2 BHK,1346.0,2.0,96.17,2,7144.873699851411
Whitefield,2 BHK,1350.0,2.0,88.0,2,6518.518518518518
Whitefield,2 BHK,1355.0,2.0,73.0,2,5387.453874538745
Whitefield,2 BHK,1355.0,2.0,78.0,2,5756.457564575646
Whitefield,2 BHK,1356.0,2.0,94.84,2,6994.100294985251
Whitefield,2 BHK,1360.0,2.0,95.0,2,6985.294117647059
Whitefield,2 BHK,1362.0,2.0,85.0,2,6240.822320117474
Whitefield,2 BHK,1370.0,2.0,56.0,2,4087.5912408759123
Whitefield,2 BHK,1390.0,2.0,72.0,2,5179.856115107914
Whitefield,2 BHK,1400.0,2.0,80.0,2,5714.285714285715
Whitefield,2 BHK,1405.0,2.0,84.5,2,6014.234875444839
Whitefield,2 BHK,1415.0,2.0,67.0,2,4734.982332155477
Whitefield,2 BHK,1420.0,2.0,136.0,2,9577.464788732394
Whitefield,2 BHK,1447.0,2.0,83.0,2,5736.005528680028
Whitefield,2 BHK,1459.0,2.0,94.82,2,6498.971898560658
Whitefield,2 BHK,1485.0,2.0,90.0,2,6060.606060606061
Whitefield,2 BHK,1485.0,2.0,96.51,2,6498.989898989899
Whitefield,2 BHK,1495.0,2.0,78.0,2,5217.391304347826
Whitefield,2 BHK,1495.0,2.0,79.5,2,5317.725752508361
Whitefield,2 BHK,1495.0,2.0,79.5,2,5317.725752508361
Whitefield,2 BHK,1355.0,3.0,76.0,2,5608.856088560886
Whitefield,2 BHK,1495.0,3.0,88.0,2,5886.28762541806
Whitefield,3 BHK,1010.0,2.0,45.0,3,4455.445544554455
Whitefield,3 BHK,1150.0,2.0,44.0,3,3826.086956521739
Whitefield,3 BHK,1270.0,2.0,65.0,3,5118.110236220473
Whitefield,3 BHK,1275.0,2.0,65.0,3,5098.0392156862745
Whitefield,3 BHK,1330.0,2.0,55.0,3,4135.338345864661
Whitefield,3 BHK,1345.0,2.0,57.0,3,4237.918215613383
Whitefield,3 BHK,1346.0,2.0,100.0,3,7429.420505200595
Whitefield,3 BHK,1400.0,2.0,56.0,3,4000.0
Whitefield,3 BHK,1403.0,2.0,60.81,3,4334.283677833215
Whitefield,3 BHK,1404.0,2.0,59.0,3,4202.279202279202
Whitefield,3 BHK,1405.0,2.0,78.0,3,5551.601423487545
Whitefield,3 BHK,1436.0,2.0,62.15,3,4327.994428969359
Whitefield,3 BHK,1440.0,2.0,64.0,3,4444.444444444444
Whitefield,3 BHK,1451.0,2.0,46.4,3,3197.7946243969677
Whitefield,3 BHK,1451.0,2.0,52.43,3,3613.370089593384
Whitefield,3 BHK,1452.0,2.0,46.29,3,3188.0165289256197
Whitefield,3 BHK,1453.0,2.0,58.0,3,3991.741225051617
Whitefield,3 BHK,1457.0,2.0,105.0,3,7206.588881262869
Whitefield,3 BHK,1458.0,2.0,62.0,3,4252.400548696845
Whitefield,3 BHK,1495.0,2.0,67.0,3,4481.605351170569
Whitefield,3 BHK,1495.0,2.0,70.0,3,4682.274247491639
Whitefield,3 BHK,1496.0,2.0,71.81,3,4800.133689839572
Whitefield,3 BHK,1496.0,2.0,718.0,3,47994.65240641711
Whitefield,3 BHK,1520.0,2.0,150.0,3,9868.421052631578
Whitefield,3 BHK,1537.0,2.0,70.0,3,4554.326610279766
Whitefield,3 BHK,1550.0,2.0,49.6,3,3200.0
Whitefield,3 BHK,1560.0,2.0,72.0,3,4615.384615384615
Whitefield,3 BHK,1608.0,2.0,63.0,3,3917.910447761194
Whitefield,3 BHK,1635.0,2.0,85.0,3,5198.7767584097855
Whitefield,3 BHK,1738.0,2.0,79.0,3,4545.454545454545
Whitefield,3 BHK,1800.0,2.0,70.0,3,3888.8888888888887
Whitefield,3 BHK,2225.0,2.0,125.0,3,5617.9775280898875
Whitefield,3 Bedroom,1200.0,3.0,56.0,3,4666.666666666667
Whitefield,3 Bedroom,1200.0,3.0,56.0,3,4666.666666666667
Whitefield,3 Bedroom,1200.0,3.0,56.2,3,4683.333333333333
Whitefield,3 Bedroom,1200.0,3.0,56.58,3,4715.0
Whitefield,3 Bedroom,1200.0,3.0,56.72,3,4726.666666666667
Whitefield,3 Bedroom,1200.0,3.0,57.15,3,4762.5
Whitefield,3 Bedroom,1200.0,3.0,61.96,3,5163.333333333333
Whitefield,3 Bedroom,1200.0,3.0,67.75,3,5645.833333333333
Whitefield,3 Bedroom,1200.0,3.0,67.77,3,5647.5
Whitefield,3 Bedroom,1200.0,3.0,68.4,3,5700.000000000001
Whitefield,3 Bedroom,1200.0,3.0,68.5,3,5708.333333333333
Whitefield,3 BHK,1306.0,3.0,54.65,3,4184.532924961715
Whitefield,3 BHK,1306.0,3.0,54.65,3,4184.532924961715
Whitefield,3 BHK,1322.5,3.0,40.985,3,3099.054820415879
Whitefield,3 BHK,1345.0,3.0,58.0,3,4312.267657992565
Whitefield,3 BHK,1350.0,3.0,54.0,3,4000.0
Whitefield,3 BHK,1386.0,3.0,57.46,3,4145.743145743146
Whitefield,3 BHK,1396.0,3.0,74.0,3,5300.859598853868
Whitefield,3 BHK,1405.0,3.0,58.0,3,4128.113879003558
Whitefield,3 BHK,1410.0,3.0,43.71,3,3100.0
Whitefield,3 BHK,1430.0,3.0,52.0,3,3636.3636363636365
Whitefield,3 BHK,1431.0,3.0,85.0,3,5939.902166317261
Whitefield,3 BHK,1435.0,3.0,45.0,3,3135.8885017421603
Whitefield,3 BHK,1452.0,3.0,90.0,3,6198.347107438017
Whitefield,3 BHK,1485.0,3.0,65.0,3,4377.104377104377
Whitefield,3 Bedroom,1500.0,3.0,61.9,3,4126.666666666667
Whitefield,3 Bedroom,1500.0,3.0,61.95,3,4130.0
Whitefield,3 Bedroom,1500.0,3.0,71.0,3,4733.333333333333
Whitefield,3 Bedroom,1500.0,3.0,71.8,3,4786.666666666667
Whitefield,3 Bedroom,1500.0,3.0,78.57,3,5237.999999999999
Whitefield,3 Bedroom,1500.0,3.0,130.0,3,8666.666666666666
Whitefield,3 Bedroom,1500.0,3.0,250.0,3,16666.666666666668
Whitefield,3 BHK,1530.0,3.0,73.0,3,4771.24183006536
Whitefield,3 BHK,1530.0,3.0,75.0,3,4901.9607843137255
Whitefield,3 BHK,1541.0,3.0,72.0,3,4672.290720311486
Whitefield,3 BHK,1545.0,3.0,79.0,3,5113.26860841424
Whitefield,3 BHK,1548.0,3.0,65.0,3,4198.966408268734
Whitefield,3 BHK,1558.0,3.0,90.0,3,5776.636713735558
Whitefield,3 BHK,1562.0,3.0,103.0,3,6594.110115236876
Whitefield,3 BHK,1564.0,3.0,103.0,3,6585.677749360614
Whitefield,3 BHK,1564.0,3.0,103.0,3,6585.677749360614
Whitefield,3 BHK,1570.0,3.0,88.0,3,5605.095541401274
Whitefield,3 BHK,1585.0,3.0,84.0,3,5299.6845425867505
Whitefield,3 BHK,1585.0,3.0,88.0,3,5552.05047318612
Whitefield,3 BHK,1600.0,3.0,69.0,3,4312.5
Whitefield,3 Bedroom,1600.0,3.0,69.1,3,4318.749999999999
Whitefield,3 BHK,1600.0,3.0,82.0,3,5125.0
Whitefield,3 BHK,1600.0,3.0,95.0,3,5937.5
Whitefield,3 BHK,1610.0,3.0,81.0,3,5031.055900621118
Whitefield,3 BHK,1615.0,3.0,96.9,3,6000.0
Whitefield,3 BHK,1626.0,3.0,85.0,3,5227.552275522755
Whitefield,3 BHK,1626.0,3.0,89.0,3,5473.554735547355
Whitefield,3 BHK,1634.0,3.0,68.0,3,4161.566707466341
Whitefield,3 BHK,1639.0,3.0,107.0,3,6528.370957901159
Whitefield,3 BHK,1639.0,3.0,107.0,3,6528.370957901159
Whitefield,3 BHK,1639.5,3.0,92.63,3,5649.893260140287
Whitefield,3 BHK,1650.0,3.0,48.0,3,2909.090909090909
Whitefield,3 BHK,1650.0,3.0,60.0,3,3636.3636363636365
Whitefield,3 BHK,1655.0,3.0,97.0,3,5861.027190332326
Whitefield,3 BHK,1655.0,3.0,108.0,3,6525.679758308157
Whitefield,3 BHK,1655.0,3.0,110.0,3,6646.525679758308
Whitefield,3 BHK,1655.0,3.0,113.0,3,6827.794561933535
Whitefield,3 BHK,1655.0,3.0,113.0,3,6827.794561933535
Whitefield,3 BHK,1655.0,3.0,120.0,3,7250.755287009063
Whitefield,3 BHK,1660.0,3.0,110.0,3,6626.506024096386
Whitefield,3 BHK,1697.0,3.0,94.79,3,5585.739540365351
Whitefield,3 BHK,1697.0,3.0,108.0,3,6364.172068355922
Whitefield,3 BHK,1697.0,3.0,115.0,3,6776.664702416028
Whitefield,3 BHK,1700.0,3.0,95.0,3,5588.235294117647
Whitefield,3 BHK,1700.0,3.0,115.0,3,6764.705882352941
Whitefield,3 BHK,1700.0,3.0,140.0,3,8235.29411764706
Whitefield,3 BHK,1704.0,3.0,120.0,3,7042.2535211267605
Whitefield,3 BHK,1720.0,3.0,98.97,3,5754.069767441861
Whitefield,3 BHK,1720.0,3.0,100.0,3,5813.953488372093
Whitefield,3 BHK,1720.0,3.0,128.0,3,7441.860465116279
Whitefield,3 BHK,1725.0,3.0,106.0,3,6144.927536231884
Whitefield,3 BHK,1730.0,3.0,125.0,3,7225.43352601156
Whitefield,3 BHK,1740.0,3.0,85.0,3,4885.057471264367
Whitefield,3 BHK,1740.0,3.0,95.0,3,5459.770114942528
Whitefield,3 BHK,1745.0,3.0,100.0,3,5730.659025787965
Whitefield,3 BHK,1755.0,3.0,101.0,3,5754.985754985755
Whitefield,3 BHK,1760.0,3.0,139.0,3,7897.727272727273
Whitefield,3 BHK,1760.0,3.0,160.0,3,9090.90909090909
Whitefield,3 BHK,1768.0,3.0,101.0,3,5712.669683257918
Whitefield,3 BHK,1778.0,3.0,122.0,3,6861.6422947131605
Whitefield,3 BHK,1790.0,3.0,100.0,3,5586.592178770949
Whitefield,3 BHK,1800.0,3.0,110.0,3,6111.111111111111
Whitefield,3 BHK,1806.0,3.0,85.0,3,4706.5337763012185
Whitefield,3 BHK,1820.0,3.0,113.0,3,6208.791208791209
Whitefield,3 BHK,1820.0,3.0,140.0,3,7692.307692307692
Whitefield,3 BHK,1836.0,3.0,125.0,3,6808.278867102396
Whitefield,3 BHK,1840.0,3.0,140.0,3,7608.695652173913
Whitefield,3 BHK,1850.0,3.0,150.0,3,8108.108108108108
Whitefield,3 BHK,1862.0,3.0,125.0,3,6713.211600429646
Whitefield,3 BHK,1870.0,3.0,90.0,3,4812.834224598931
Whitefield,3 BHK,1870.0,3.0,90.0,3,4812.834224598931
Whitefield,3 BHK,1870.0,3.0,138.0,3,7379.679144385027
Whitefield,3 BHK,1870.0,3.0,138.0,3,7379.679144385027
Whitefield,3 BHK,1896.0,3.0,75.0,3,3955.6962025316457
Whitefield,3 BHK,1897.0,3.0,130.0,3,6852.925672113864
Whitefield,3 BHK,1910.0,3.0,161.0,3,8429.319371727748
Whitefield,3 BHK,1985.0,3.0,75.0,3,3778.337531486146
Whitefield,3 BHK,1990.0,3.0,98.0,3,4924.62311557789
Whitefield,3 BHK,1991.0,3.0,104.0,3,5223.505775991964
Whitefield,3 BHK,2010.0,3.0,91.0,3,4527.363184079602
Whitefield,3 BHK,2010.0,3.0,92.0,3,4577.114427860696
Whitefield,3 BHK,2140.0,3.0,139.0,3,6495.327102803738
Whitefield,3 BHK,2173.0,3.0,128.0,3,5890.473999079613
Whitefield,3 BHK,2210.0,3.0,156.0,3,7058.823529411765
Whitefield,3 BHK,2225.0,3.0,115.0,3,5168.539325842697
Whitefield,3 BHK,2225.0,3.0,149.0,3,6696.6292134831465
Whitefield,3 BHK,2247.0,3.0,145.0,3,6453.048509123276
Whitefield,3 BHK,2500.0,3.0,280.0,3,11200.0
Whitefield,3 BHK,2500.0,3.0,313.0,3,12520.0
Whitefield,3 Bedroom,2842.0,3.0,162.0,3,5700.2111189303305
Whitefield,3 Bedroom,3000.0,3.0,400.0,3,13333.333333333334
Whitefield,3 Bedroom,3010.0,3.0,200.0,3,6644.518272425249
Whitefield,3 Bedroom,3117.0,3.0,261.0,3,8373.435996150145
Whitefield,3 Bedroom,3150.0,3.0,290.0,3,9206.349206349207
Whitefield,3 BHK,3596.0,3.0,200.0,3,5561.735261401557
Whitefield,3 BHK,3758.0,3.0,300.0,3,7982.969664715274
Whitefield,3 BHK,4097.0,3.0,400.0,3,9763.24139614352
Whitefield,3 BHK,1640.0,4.0,91.0,3,5548.780487804878
Whitefield,3 BHK,1740.0,4.0,130.0,3,7471.264367816092
Whitefield,3 BHK,1770.0,4.0,68.0,3,3841.80790960452
Whitefield,3 Bedroom,1808.0,4.0,80.0,3,4424.778761061947
